1.0099419067;0.9896672344;
1.0197774514;0.9782591686;
1.0294960695;0.9658018729;
1.0390874676;0.9523258694;
1.0485416667;0.9378659240;
1.0578490427;0.9224607986;
1.0670003648;0.9061529659;
1.0759868306;0.8889882905;
1.0848000984;0.8710156811;
1.0934323160;0.8522867191;
1.1018761453;0.8328552673;
1.1101247842;0.8127770656;
1.1181719830;0.7921093182;
1.1260120586;0.7709102784;
1.1336399030;0.7492388357;
1.1410509888;0.7271541110;
1.1482413706;0.7047150639;
1.1552076825;0.6819801170;
1.1619471320;0.6590068016;
1.1684574909;0.6358514263;
1.1747370821;0.6125687735;
1.1807847648;0.5892118248;
1.1865999159;0.5658315171;
1.1921824096;0.5424765300;
1.1975325955;0.5191931062;
1.2026512738;0.4960249036;
1.2075396701;0.4730128794;
1.2121994088;0.4501952040;
1.2166324859;0.4276072056;
1.2208412403;0.4052813411;
1.2248283268;0.3832471935;
1.2285966870;0.3615314930;
1.2321495218;0.3401581592;
1.2354902637;0.3191483619;
1.2386225501;0.2985205999;
1.2415501972;0.2782907925;
1.2442771746;0.2584723842;
1.2468075812;0.2390764588;
1.2491456222;0.2201118607;
1.2512955874;0.2015853226;
1.2532618301;0.1835015966;
1.2550487481;0.1658635877;
1.2566607658;0.1486724872;
1.2581023171;0.1319279066;
1.2593778302;0.1156280085;
1.2604917134;0.0997696355;
1.2614483425;0.0843484342;
1.2622520485;0.0693589761;
1.2629071076;0.0547948723;
1.2634177318;0.0406488836;
1.2637880604;0.0269130236;
1.2640221530;0.0135786577;
1.2641239827;0.0006365934;
1.2640974312;-0.0119228329;
1.2639462838;-0.0241096778;
1.2636742260;-0.0359343167;
1.2632848400;-0.0474073775;
1.2627816023;-0.0585396784;
1.2621678821;-0.0693421724;
1.2614469399;-0.0798258970;
1.2606219266;-0.0900019280;
1.2596958831;-0.0998813397;
1.2586717405;-0.1094751683;
1.2575523205;-0.1187943802;
1.2563403361;-0.1278498438;
1.2550383923;-0.1366523060;
1.2536489876;-0.1452123707;
1.2521745155;-0.1535404816;
1.2506172657;-0.1616469073;
1.2489794263;-0.1695417293;
1.2472630853;-0.1772348324;
1.2454702326;-0.1847358972;
1.2436027622;-0.1920543946;
1.2416624741;-0.1991995823;
1.2396510765;-0.2061805029;
1.2375701878;-0.2130059829;
1.2354213390;-0.2196846341;
1.2332059754;-0.2262248549;
1.2309254590;-0.2326348336;
1.2285810705;-0.2389225522;
1.2261740115;-0.2450957908;
1.2237054061;-0.2511621335;
1.2211763032;-0.2571289736;
1.2185876780;-0.2630035207;
1.2159404343;-0.2687928074;
1.2132354058;-0.2745036968;
1.2104733580;-0.2801428900;
1.2076549897;-0.2857169340;
1.2047809345;-0.2912322303;
1.2018517623;-0.2966950430;
1.1988679805;-0.3021115078;
1.1958300354;-0.3074876401;
1.1927383133;-0.3128293448;
1.1895931417;-0.3181424247;
1.1863947900;-0.3234325897;
1.1831434706;-0.3287054664;
1.1798393398;-0.3339666071;
1.1764824982;-0.3392214993;
1.1730729918;-0.3444755751;
1.1696108118;-0.3497342213;
1.1660958958;-0.3550027882;
1.1625281275;-0.3602866005;
1.1589073374;-0.3655909662;
1.1552333026;-0.3709211876;
1.1515057470;-0.3762825707;
1.1477243412;-0.3816804361;
1.1438887020;-0.3871201298;
1.1399983928;-0.3926070332;
1.1360529224;-0.3981465750;
1.1320517453;-0.4037442420;
1.1279942602;-0.4094055911;
1.1238798101;-0.4151362610;
1.1197076806;-0.4209419846;
1.1154770998;-0.4268286018;
1.1111872364;-0.4328020728;
1.1068371989;-0.4388684917;
1.1024260339;-0.4450341006;
1.0979527250;-0.4513053050;
1.0934161905;-0.4576886886;
1.0888152821;-0.4641910302;
1.0841487825;-0.4708193203;
1.0794154035;-0.4775807792;
1.0746137833;-0.4844828757;
1.0697424842;-0.4915333469;
1.0647999897;-0.4987402193;
1.0597847015;-0.5061118308;
1.0546949364;-0.5136568542;
1.0495289225;-0.5213843216;
1.0442847961;-0.5293036517;
1.0389605970;-0.5374246769;
1.0335542648;-0.5457576736;
1.0280636339;-0.5543133938;
1.0224864289;-0.5631030991;
1.0168202592;-0.5721385970;
1.0110626133;-0.5814322794;
1.0052108527;-0.5909971642;
0.9992622058;-0.6008469394;
0.9932137606;-0.6109960111;
0.9870624573;-0.6214595542;
0.9808050807;-0.6322535671;
0.9744382511;-0.6433949310;
0.9679584158;-0.6549014731;
0.9613618388;-0.6667920345;
0.9546445907;-0.6790865442;
0.9478025370;-0.6918060978;
0.9408313266;-0.7049730432;
0.9337263781;-0.7186110729;
0.9264828667;-0.7327453234;
0.9190957083;-0.7474024828;
0.9115595445;-0.7626109077;
0.9038687241;-0.7784007486;
0.8960172855;-0.7948040866;
0.8879989361;-0.8118550812;
0.8798070310;-0.8295901301;
0.8714345493;-0.8480480432;
0.8628740699;-0.8672702305;
0.8541177435;-0.8873009065;
0.8451572642;-0.9081873120;
0.8359838375;-0.9299799544;
0.8265881469;-0.9527328695;
0.8169603168;-0.9765039050;
0.8070898726;-1.0013550284;
0.7969656987;-1.0273526623;
0.7865759913;-1.0545680469;
0.7759082086;-1.0830776350;
0.7649490167;-1.1129635193;
0.7536842306;-1.1443138964;
0.7420987510;-1.1772235693;
0.7301764952;-1.2117944913;
0.7179003231;-1.2481363537;
0.7052519566;-1.2863672197;
0.6922118927;-1.3266142078;
0.6787593093;-1.3690142250;
0.6648719636;-1.4137147522;
0.6505260830;-1.4608746820;
0.6356962464;-1.5106652080;
0.6203552574;-1.5632707630;
0.6044740078;-1.6188900022;
0.5880213310;-1.6777368229;
0.5709638461;-1.7400414096;
0.5532657910;-1.8060512875;
0.5348888461;-1.8760323619;
0.5157919487;-1.9502699103;
0.4959310974;-2.0290694853;
0.4752591511;-2.1127576707;
0.4537256211;-2.2016826170;
0.4312764614;-2.2962142587;
